wikipedia_title,mentioned_in_agent,possible_agent_norm,match_score
Wilhelm Rust,"forkel, johann nikolaus","busch, wilhelm",0.8148
Charles Lavy,"ashbee, c. r","dilly, charles",0.8148
William Bill,"christopherson, john","biggs, william",0.8148
Charles Hose,british museum,"doris, charles",0.8148
Joan E. Taylor,Onomasticon (Eusebius),"taylor, john",0.8148
Jacob Brafman,"eisenmenger, johann andreas","bryant, jacob",0.8148
William Roy,"huxham, john","rawley, william",0.8148
Edward Blount,"shakespeare, william","young, edward",0.8148
Joseph Maida,"friedlander, lee","athias, joseph",0.8148
William Noy,"selden, john","bowyer, william",0.8148
Joseph Lawende,"warren, charles","lang, joseph",0.8148
Palestine Expeditionary Fund,"warren, charles",palestine exploration fund,0.8148
Wilhelm Wach,"clausewitz, carl von","busch, wilhelm",0.8148
Herman Wrangel,"saxe, maurice","bang, herman",0.8148
Andreas Hofer,Napoleonic Wars,"otho, andreas",0.8148
Pierre Louys,Literary forgery,"le roy, pierre",0.8148
Samuel Morse,"whitman, walt","mearne, samuel",0.8148
Henry Laurens,Great Siege of Gibraltar,"marten, henry",0.8148
Joseph Brant,Great Siege of Gibraltar,"servan, joseph",0.8148
Francois I,History of Paris,"modius, francois",0.8148
Cornell University Library,Manuscript,cambridge university library,0.8148
Charles Gore,Systematic theology,"doris, charles",0.8148
David Clines,Book of Genesis,"clodius, david",0.8148
Daniel Wegner,Psychology,"axner, daniel",0.8148
David Markish,"מרקיש, פרץ","martin, david",0.8148
François Chabot,"wollstonecraft, mary","hotman, françois",0.8125
Giuseppe Sergi,"linné, carl von","orologi, giuseppe",0.8125
Heinrich Gessner,"pestalozzi, johann heinrich","heine, heinrich",0.8125
Joseph Klausner,"הזז, חיים","milbauer, joseph",0.8125
Charles Calomiris,Sovereign default,"doris, charles",0.8125
William Colvill,"robertson, william","collins, william",0.8125
Charles Ellicott,Textual variants in the Hebrew Bible,"cotton, charles",0.8125
Thomas Carlyle,Natural theology,"corneille, thomas",0.8125
Agatha Christie,History of the United Kingdom,"christie, thomas",0.8125
Charles Liebman,Reform Judaism,"le beau, charles",0.8125
Christoph Hein,"frisch, max","weigel, christoph",0.8125
François Furet,"necker, jacques","grasset, françois",0.8125
Jacques Clément,france. parlement (paris),"lenfant, jacques",0.8125
Thomas Camilleri,Ferdinand II of Aragon,"cranmer, thomas",0.8125
Guillaume Budé,"rabelais, françois","debure, guillaume",0.8125
Nicolas Rigault,"thou, jacques-auguste de","riqueil, nicolas",0.8125
William Lyford,"lightfoot, john","bradford, william",0.8125
Charles Arbuthnot,"Arthur Wellesley, 1st Duke of Wellington","abbot, charles",0.8125
Charles Pellat,Criticism of Islam,"perrault, charles",0.8125
Alexander Nowell,John Donne,"pope, alexander",0.8125
Thomas Merton,eusebius,"chatterton, thomas",0.8125
Daniel Bernoulli,"alembert, jean le rond d'","bernoulli, jean",0.8125
Georges Lemmen,"braque, georges","lemierre, georges",0.8125
Gustave Moreau,"braque, georges","mouravit, gustave",0.8125
Felix Liebermann,"liebermann, max","liebermann, max",0.8125
Francesco Lepore,paul,"redi, francesco",0.8125
François Cheng,académie française,"boucher, françois",0.8125
Francis Babington,"wycliffe, john","bacon, francis",0.8125
Richard Stapilton,"wycliffe, john","simon, richard",0.8125
Christian novel,Antichrist,"garve, christian",0.8125
Giovanni Grimani,"palladio, andrea","nanni, giovanni",0.8125
Palazzo Antonini,"palladio, andrea","antonini, carlo",0.8125
Richard Mead,"watteau, antoine","cumberland, richard",0.8125
Antonio Canova,Louvre,"costanzo, antonio",0.8125
François d'Orbay,Louvre,"bayle, françois",0.8125
Lawrence C. Wroth,"hofer, philip","lawrence, d. h",0.8125
Christian saint,ephraem,"stock, christian",0.8125
Charles Plisnier,"hellens, franz","nodier, charles",0.8125
François Maret,"hellens, franz","grasset, françois",0.8125
Heinrich Himmler,"vidal-naquet, pierre","heine, heinrich",0.8125
Friedrich Leo,Seneca the Younger,"walther, friedrich",0.8125
Friedrich List,"pitt, william","schmit, friedrich",0.8125
Alexander Palace,"gosudarstvennyĭ russkiĭ muzeĭ (saint petersburg, russia)","pope, alexander",0.8125
Francesco Griffo,"manuzio, aldo","redi, francesco",0.8125
Giovanni Pontano,"manuzio, aldo","nanni, giovanni",0.8125
George Witton,"kitchener, horatio herbert kitchener","washington, george",0.8125
Charles Laughlin,Anthropology,"rollin, charles",0.8125
Christian Oster,"cixous, hélène","stock, christian",0.8125
Agostino Depretis,"mussolini, benito","dati, agostino",0.8125
Charles Koechlin,"klingsor, tristan","rollin, charles",0.8125
William Greenfield,"bury, richard de","reid, william",0.8125
Charles Errard,"le brun, charles","perrault, charles",0.8125
Alfred Marshall,Classical economics,"marshall, harold",0.8125
Friedrich Halm,"kleist, heinrich von","schmit, friedrich",0.8125
James Alderson,"wotton, edward","macpherson, james",0.8125
Thomas Moundeford,"wotton, edward","murner, thomas",0.8125
François Cluzet,"barrault, jean-louis","guizot, françois",0.8125
Johannes Lutma,"vondel, joost van den","le mair, johannes",0.8125
Melchior Hoffman,"bucer, martin","hanel, melchior",0.8125
William Conolly,"castlereagh, robert stewart","collins, william",0.8125
Etienne Pasquier,"rapin, nicolas","périer, etienne",0.8125
Alexander Godley,"wilson, robert","pope, alexander",0.8125
Johannes Hudde,"swammerdam, jan","leusden, johannes",0.8125
Charles Roderick,"stubbs, charles william","nodier, charles",0.8125
Charles Blagden,"franklin, benjamin","leandre, charles",0.8125
Maurice Magnus,"lawrence, d. h","magendie, maurice",0.8125
Alexander Polzin,"bruno, giordano","pope, alexander",0.8125
Christian Arabs,ʻalī ibn abī ṭālib,"garve, christian",0.8125
Joannes Rualdus,plutarch,"drusius, joannes",0.8125
Guillaume Veau,adam,"debure, guillaume",0.8125
Giosuè Gallucci,"carducci, giosuè","carducci, giosuè",0.8125
James McKinnon,ambrose,"lackington, james",0.8125
Christian Today,anselm,"stock, christian",0.8125
William Ramsay,Heat,"bradshaw, william",0.8125
Thomas Turton,William Whiston,"chatterton, thomas",0.8125
Francesco Crispi,"metternich, clemens wenzel lothar","redi, francesco",0.8125
Christian creed,Christianity,"garve, christian",0.8125
Johannes Graeven,"cornutus, lucius annaeus","braun, johannes",0.8125
Giovanni Agnelli,"chouraqui, andré","nanni, giovanni",0.8125
Jean-Paul Mari,"chouraqui, andré","michel, jean-paul",0.8125
Pompeius Festus,"dacier, andré","trogus, pompeius",0.8125
Johannes Tröster,phaedrus,"vorst, johannes",0.8125
François Maynard,"hugo, victor","naudé, françois",0.8125
Charles Coughlin,"borowitz, eugene b","rollin, charles",0.8125
Georges Brassens,"richepin, jean","braque, georges",0.8125
David James Duncan,"walton, izaak","duncan, james",0.8125
Mount Izaak Walton,"walton, izaak","walton, izaak",0.8125
John Chadworth,"chaucer, geoffrey","hawkesworth, john",0.8125
William Blades,"wheatley, henry b","bradshaw, william",0.8125
Thomas Cammerota,luis,"cranmer, thomas",0.8125
Giovanni Garzoni,Nicolaus Copernicus,"nanni, giovanni",0.8125
Christian dogma,"friedländer, david","garve, christian",0.8125
William Brownrigg,"huxham, john","biggs, william",0.8125
Petrus Apianus,"cuspinianus, johannes","martinius, petrus",0.8125
Andreas Frisner,"worde, wynkyn de","sennert, andreas",0.8125
Robert Waters,"selden, john","carruthers, robert",0.8125
Heinrich Breloer,"zweig, arnold","loewe, heinrich",0.8125
Heinrich Brüning,"savigny, friedrich karl von","braun, heinrich",0.8125
Vladimir Tatlin,"jarry, alfred","lestin, vladimir",0.8125
Dan Christensen,Expressionism,"christensen, per",0.8125
Gabriel Harrison,"whitman, walt","martin, gabriel",0.8125
Antoine Albalat,"uzanne, octave","galland, antoine",0.8125
Heinrich Clauren,Georg Joachim Göschen,"braun, heinrich",0.8125
Heinrich Kellner,"feyerabend, sigmund","heine, heinrich",0.8125
Gaspard Abeille,"duclos, charles pinot-","maillol, gaspard",0.8125
Meir ben Baruch Halevi,אלעזר בן יהודה,meir ben baruch,0.8108
Adrian Ludwig Richter,"busch, wilhelm","richter, ludwig",0.8108
Alexander Hamilton,united states,"beatson, alexander",0.8108
Jean-Paul Rappeneau,Cholera,"rabaut, jean-paul",0.8108
Coptic Catholic Church,"pascal, blaise",catholic church,0.8108
Sebastian Gryphius,"rabelais, françois","curtius, sebastian",0.8108
Cornelius Burges,"lightfoot, john","beughem, cornelius a",0.8108
Christopher Hibbert,"Arthur Wellesley, 1st Duke of Wellington","pitt, christopher",0.8108
Johannes Althusius,"grotius, hugo","adelphus, johannes",0.8108
Johannes Meursius,"grotius, hugo","minellius, johannes",0.8108
Sébastien Lecornu,"guizot, françois","le clerc, sébastien",0.8108
Franciscus Blancus,Franciscus,"junius, franciscus",0.8108
Franciscus Luitjes,Franciscus,"junius, franciscus",0.8108
Alexander Balashov,French invasion of Russia,"beatson, alexander",0.8108
Joachim Sartorius,German literature,"camerarius, joachim",0.8108
Alexander Girard,William Morris,"gaboardus, alexander",0.8108
Portal:Catholic Church,Monophysitism,catholic church,0.8108
Francesco Landini,guillaume,"sacchini, francesco",0.8108
Joseph Edward Addison,"addison, joseph","addison, joseph",0.8108
Edward William Godwin,victoria and albert museum,"godwin, william",0.8108
Johannes Mentelin,Incunable,"minellius, johannes",0.8108
British Library Sounds,British Library,british library,0.8108
Jean Michel Jarre,"périer, etienne","moreau, jean michel",0.8108
Andre Charles Boulle,"le pautre, jean","leandre, charles",0.8108
Johann von Leers,"mutti, claudio","müller, johannes von",0.8108
Christopher Hampton,"mann, thomas","pitt, christopher",0.8108
Syriac Catholic Church,ابن العبرى، غريغوريوس ابو الفرج،,catholic church,0.8108
Jacques Du Frische,ambrose,"du friche, jacques",0.8108
Guglielmo Ratcliff,"heine, heinrich","franchi, guglielmo",0.8108
Heinrich Eduard Heine,"heine, heinrich","heine, heinrich",0.8108
Jean La Fontaine,"la fontaine, jean de","la fontaine, jean de",0.8108
Christopher Mitchum,"דין, ג","pitt, christopher",0.8108
Ludwig Friedländer,phaedrus,"friedländer, david",0.8108
Filippo Buonaccorsi,"leto, giulio pomponio","buonanni, filippo",0.8108
Jakub Ludwik Sobieski,John III Sobieski,"sobieski, jakub",0.8108
Johannes Hevelius,John III Sobieski,"minellius, johannes",0.8108
Guillaume Aubelin,"hotman, françois","caoursin, guillaume",0.8108
Friedrich Thiersch,"byron, george gordon byron","walther, friedrich",0.8108
Mass (Catholic Church),"vermigli, pietro martire",catholic church,0.8108
Alexander Friedmann,Nicolaus Copernicus,"friedmann, alfred",0.8108
John Stockdale,"stockdale, john joseph","stockdale, john joseph",0.8108
Johann Campanus,"franck, sebastian","oecolampadius, johann",0.8108
Nathaniel Halhed,aristaenetus,"hawthorne, nathaniel",0.8108
Siegfried Melchinger,"hofmann, werner","seher, siegfried",0.8108
Franz Ernst Neumann,"darwin, charles","brückmann, franz ernst",0.8095
Georg Heinrich Moser,De Legibus,"ribow, georg heinrich",0.8095
Jean-Antoine Houdon,"necker, jacques","huguetan, jean-antoine",0.8095
Jean-Baptiste Lully,"perrault, charles","wilhelm, jean-baptiste",0.8095
Jean-Baptiste Wicar,virgil,"wilhelm, jean-baptiste",0.8095
Johann Baptist Metz,eusebius,"schels, johann baptist",0.8095
Gotthold Lessing,"wieland, christoph martin","lessing, gotthold ephraim",0.8095
Jean-Baptiste Dumas,"guizot, françois","jourdan, jean-baptiste",0.8095
Georg Heinrich Pertz,Berlin State Library,"ribow, georg heinrich",0.8095
Giambattista Andreini,Commedia dell'arte,"bodoni, giambattista",0.8095
Jean-Baptiste Piron,History of Belgium,"jourdan, jean-baptiste",0.8095
Carl Friedrich Abel,"grétry, andré ernest modeste","flögel, karl friedrich",0.8095
Jean-Baptiste Stouf,"grétry, andré ernest modeste","jourdan, jean-baptiste",0.8095
Claude Louis Petiet,"fouché, joseph","thiboust, claude louis",0.8095
Carl Friedrich Keil,Bible prophecy,"flögel, karl friedrich",0.8095
Giovanni Borelli,"boerhaave, herman","borelli, giovanni alfonso",0.8095
Evelina de Rothschild,"rothschild, henri de","rothschild, henri de",0.8095
Maurice de Rothschild,"rothschild, henri de","rothschild, henri de",0.8095
Gottfried Silbermann,frederick,"jungermann, gottfried",0.8095
Johann Daniel Müller,"lessing, gotthold ephraim","ritter, johann daniel",0.8095
Bonaventure Giffard,"du bosc, claude","giraudeau, bonaventure",0.8095
Johann Georg Reutter,Joseph Haydn,"seiller, johann georg",0.8095
Yale University Press,Omen,cambridge university press,0.8085
Jean Baptiste Treilhard,Battle of Novi (1799),"coignard, jean baptiste",0.8085
Jean François Carteaux,Battle of Novi (1799),"marmontel, jean françois",0.8085
Johann Rudolf Huber,"haller, albrecht von","schellenberg, johann rudolf",0.8085
Template:Giovanni Boccaccio,"boccaccio, giovanni","boccaccio, giovanni",0.8085
Charles William Wallace,"pollard, alfred w","wilson, charles william",0.8085
Johann Michael Sailer,eusebius,"wansleben, johann michael",0.8085
Template:Richard Cumberland,"cumberland, richard","cumberland, richard",0.8085
Johann Heinrich Tischbein,"wieland, christoph martin","otho, johann heinrich",0.8085
Johann Valentin Andreae,Rosicrucianism,"neiner, johann valentin",0.8085
Cork University Press,"goldsmith, oliver",cambridge university press,0.8085
Jean-Baptiste Mauzaisse,"jourdan, jean-baptiste","rousseau, jean-baptiste",0.8085
Giovanni Maria Falconetto,"anguillara, giovanni andrea dell'","ferro, giovanni maria",0.8085
Duke University Press,Zionism,cambridge university press,0.8085
Gaius Valerius Flaccus,"heinsius, nicolaas","catullus, gaius valerius",0.8085
Template:Desiderius Erasmus,In Praise of Folly,"erasmus, desiderius",0.8085
Category:Desiderius Erasmus,In Praise of Folly,"erasmus, desiderius",0.8085
Georg Christian Knapp,"luther, martin","bürcklin, georg christian",0.8085
Lucius Septimius Bassianus,"severus, lucius septimius","severus, lucius septimius",0.8077
Giovanni Battista Foggini,victoria and albert museum,"casotti, giovanni battista",0.8077
Basel University Library,Incunable,cambridge university library,0.8077
Johann Andreas Schmeller,bayerische staatsbibliothek,"eisenmenger, johann andreas",0.8077
Brown University Library,"du bosc, claude",cambridge university library,0.8077
Johann Heinrich Schönfeld,ovid,"michaelis, johann heinrich",0.8077
Johann Phillip Fabricius,"callenberg, johann heinrich","fabricius, johann christian",0.8077
Ghent University Library,Missal,cambridge university library,0.8077
Harvard University Press,suetonius,cambridge university press,0.8
Marcus Manilius,suetonius,marcus aurelius,0.8
Antoine Barnave,"wollstonecraft, mary","fabre, antoine",0.8
Claude Lecourbe,"wollstonecraft, mary","fleury, claude",0.8
Giuseppe Garibaldi,"wollstonecraft, mary","orioli, giuseppe",0.8
John Calvin,"heresbach, conrad","chardin, john",0.8
Friedrich Delitzsch,Shabbat,"lanckisch, friedrich",0.8
Christopher Ricks,"fichte, johann gottlieb","pitt, christopher",0.8
Friedrich Nietzsche,"fichte, johann gottlieb","lanckisch, friedrich",0.8
Gabriel Marcel,"fichte, johann gottlieb","martin, gabriel",0.8
Gustav Holst,"fichte, johann gottlieb","wolf, gustav",0.8
Jacques Lacan,"fichte, johann gottlieb","lenfant, jacques",0.8
Paul Rand,Graphics,"adam, paul",0.8
Cambridge University A.F.C.,cambridge university library,cambridge university library,0.8
Cambridge University Labour Club,cambridge university library,cambridge university library,0.8
Cambridge University R.U.F.C.,cambridge university library,cambridge university press,0.8
Cornell University Press,boethius,cambridge university press,0.8
Alfred Kinsey,"darwin, charles","einstein, alfred",0.8
Charles Babbage,"darwin, charles","abbot, charles",0.8
David Quammen,"darwin, charles","hume, david",0.8
Francis Darwin,"darwin, charles","duncan, francis",0.8
Christoph Meiners,"linné, carl von","weigel, christoph",0.8
Gunnar Broberg,"linné, carl von","de tronnberg, gunnar",0.8
Johannes Palmberg,"linné, carl von","lomeier, johannes",0.8
Joseph Banks,"linné, carl von","lang, joseph",0.8
Martin Heidegger,Physics (Aristotle),"geier, martin",0.8
Friedrich Münter,"pestalozzi, johann heinrich","walther, friedrich",0.8
Friedrich Schlichtegroll,"pestalozzi, johann heinrich","schleiermacher, friedrich",0.8
Andreas Oxner,Blood libel,"sennert, andreas",0.8
Heinrich Grätz,אלעזר בן יהודה,"opitz, heinrich",0.8
John Gower,List of Shakespearean characters (A–K),"row, john",0.8
Richard II,List of Shakespearean characters (A–K),"simon, richard",0.8
Paolo Canciani,Germanic law,"cigalini, paolo",0.8
John Rawls,Revolution,"ray, john",0.8
Giovanni Antonio Volpi,tibullus,"tagliente, giovanni antonio",0.8
Thomas Henry Holland,"robertson, william","holland, henry",0.8
Michael Wex,Jewish humor,"beck, michael",0.8
John 1,Textual variants in the Hebrew Bible,john,0.8
John Hick,Natural theology,"hill, john",0.8
Thomas Chubb,Natural theology,"hoby, thomas",0.8
Bernard Porter,History of the United Kingdom,"picart, bernard",0.8
Albert Drach,"frisch, max","rapp, albert",0.8
Christoph Mörgeli,"frisch, max","weigel, christoph",0.8
Ernst Toller,"frisch, max","stern, ernst",0.8
Gottfried Keller,"frisch, max","weber, gottfried m",0.8
Thomas Lodge,Chivalric romance,"hyde, thomas",0.8
John Crell,List of biblical commentaries,"campbell, john",0.8
Louis Bacuez,List of biblical commentaries,"blanc, louis",0.8
Paul Schanz,List of biblical commentaries,"scarron, paul",0.8
Eugène Scribe,Theatre,"sue, eugène",0.8
Marcus Pacuvius,Theatre,marcus aurelius,0.8
Laurentius Faustus,"גאנז, דוד בן שלמה","laux, laurentius",0.8
Richard Dehmel,"geiger, willi","steele, richard",0.8
Quintus Tullius Cicero,De fato,"cicero, marcus tullius",0.8
John Buchan,Prester John,"chardin, john",0.8
Marco Polo,Prester John,"bovelio, marco",0.8
Rutgers University Press,Prester John,cambridge university press,0.8
Jacob Roman,"buxtorf, johann","bryant, jacob",0.8
Joseph Colon,"ספורנו, עובדיה בן יעקב","lang, joseph",0.8
Christian Church,Biblical theology,"deutsch, christian",0.8
Christian ethics,Biblical theology,"deutsch, christian",0.8
Heinrich Klemm,deutsche bücherei (germany). deutsches buch- und schriftmuseum,"loewe, heinrich",0.8
Anthony Holden,Cholera,"hobson, anthony",0.8
Charles Dickens,South Sea Company,"doris, charles",0.8
David Liss,South Sea Company,"clodius, david",0.8
George Ura,Diogo Lopes de Sequeira,"auriol, george",0.8
João de Castro,Diogo Lopes de Sequeira,"barros, joão de",0.8
Anne Dacier,"lefebvre, tannegui","dacier, andré",0.8
Christian feminism,Kabbalah,"reineccius, christian",0.8
Jacob Frank,Kabbalah,"bryant, jacob",0.8
Eugène Rouher,"necker, jacques","sue, eugène",0.8
Grande Armée,"goncourt, jules de",france. armée,0.8
Johann Jakob Herzog,"oecolampadius, johann","harder, johann jacob",0.8
Johannes Rhellicanus,"oecolampadius, johann","minellius, johannes",0.8
Georges Claude,"chack, paul","braque, georges",0.8
Jacques Doriot,"chack, paul","gillot, jacques",0.8
Heinrich Gratz,"חאגיז, משה בן ישראל יעקב","braun, heinrich",0.8
Nicolas Poussin,Gardening,"rapin, nicolas",0.8
Thomas Nast,Wood engraving,"walsh, thomas",0.8
Francisco Sanches,"maimonides, moses","valles, francisco",0.8
Paul Ekman,Philosophy of psychology,jean paul,0.8
Giambattista Basile,"perrault, charles","bodoni, giambattista",0.8
Jean Baptiste Colbert,"perrault, charles","coignard, jean baptiste",0.8
Martin of Aragon,Ferdinand II of Aragon,"martin, frank",0.8
Robert McKimson,Ferdinand II of Aragon,"wilson, robert",0.8
"Hayes, Bromley",William Pitt the Younger,"bromley, thomas",0.8
Robert Carr,William Pitt the Younger,"carruthers, robert",0.8
Theresa May,William Pitt the Younger,maria theresa,0.8
Charles Reichel,"pococke, richard","eisen, charles",0.8
Edward Maurice,"pococke, richard","carrick, edward",0.8
William Newcome,"pococke, richard","sewel, william",0.8
Jean Delay,Louis-Marcelin de Fontanes,"gay, jean",0.8
Christian mission,Christianity in the 1st century,"gerson, christian",0.8
Jacques Cartier,"rabelais, françois","marsollier, jacques",0.8
Christopher Stray,"eliot, george","pitt, christopher",0.8
Samuel Laurence,"eliot, george","mearne, samuel",0.8
Thomas Hardy,"eliot, george","thomas, henry",0.8
Charles Netter,alliance israélite universelle,"nodier, charles",0.8
Eugène Manuel,alliance israélite universelle,"sue, eugène",0.8
Charles Herle,"lightfoot, john","leandre, charles",0.8
Joseph Caryl,"lightfoot, john","méry, joseph",0.8
Richard Roche,"lightfoot, john","pococke, richard",0.8
Paul Cliteur,Criticism of Islam,"ritter, paul",0.8
Jacob Berab,"אזכרי, אלעזר בן משה","bryant, jacob",0.8
Alfred Kastler,"עגנון, שמואל יוסף","cartier, alfred",0.8
Arik Einstein,"אלתרמן, נתן","einstein, alfred",0.8
Thomas James,"hudson, john","wise, thomas james",0.8
Henry Moore,The Sound and the Fury,"marten, henry",0.8
John Ford,The Sound and the Fury,"bond, john",0.8
Martin Ritt,The Sound and the Fury,"opitz, martin",0.8
Michel Fokine,The Sound and the Fury,"ney, michel",0.8
Robert Bresson,The Sound and the Fury,"bridges, robert",0.8
Ernest Reyer,"méry, joseph","rhys, ernest",0.8
William Hogarth,"houbraken, jacobus","thorn, william",0.8
Jean Jubelin,"salvandy, n.-a. de","raulin, jean",0.8
Giovanni Bastianini,Art forgery,"nanni, giovanni",0.8
John Badham,Art forgery,"marsham, john",0.8
John Drewe,Art forgery,"row, john",0.8
William Gaddis,Art forgery,"godwin, william",0.8
Rudolf Pfeiffer,"petrarca, francesco","pfeiffer, max adolf",0.8
Antoine Berman,John Donne,"hotman, antoine",0.8
Joseph Butler,John Donne,"milbauer, joseph",0.8
J.B. Lightfoot,eusebius,"lightfoot, john",0.8
Jean Vanier,eusebius,"vicaire, jean",0.8
Iain King,marcus aurelius,"bain, iain",0.8
Justin II,marcus aurelius,justin,0.8
Edmund Kean,"cumberland, richard","burke, edmund",0.8
John Byrom,"cumberland, richard","row, john",0.8
Annius Fabianus,"severus, lucius septimius","natus, fabianus",0.8
Michael II,"severus, lucius septimius","denis, michael",0.8
Johannes Kreisler,"hoffmann, e. t. a","lomeier, johannes",0.8
Joseph Seconda,"hoffmann, e. t. a","cundall, joseph",0.8
Henry Kamen,War of the Spanish Succession,"marten, henry",0.8
Thomas Bensley,"dallaway, james","bromley, thomas",0.8
Gottfried Finger,Gottfried Keller (musician),"hecking, gottfried",0.8
Jacques Baron,"miró, joan","sirmond, jacques",0.8
Kurt Seligmann,"miró, joan","weidemann, kurt",0.8
Nicolas Catinat,Prince Eugene of Savoy,"rapin, nicolas",0.8
Joseph Black,"alembert, jean le rond d'","lang, joseph",0.8
Richard Price,"alembert, jean le rond d'","pococke, richard",0.8
France 24,"braque, georges",france,0.8
Louis Marcoussis,"braque, georges","cousin, louis",0.8
Louis Valtat,"braque, georges","vitet, louis",0.8
Paul Celan,"wieland, christoph martin","delaunay, paul",0.8
Henry Lumley,Battle of Blenheim,"lloyd, henry",0.8
Joseph Raz,"grotius, hugo","servan, joseph",0.8
Albrecht Mayer,"walter, bruno","dürer, albrecht",0.8
Don Giovanni,"walter, bruno",giovanni,0.8
Johann Adam Hiller,"walter, bruno","stritter, johann adam",0.8
Johannes Tautz,"walter, bruno","braun, johannes",0.8
Saul Friedländer,"walter, bruno","friedländer, david",0.8
Bernard Silverman,"russell, john russell",bernard silvestris,0.8
Charles Lemon,"russell, john russell","cameron, charles",0.8
André Marie,"guizot, françois","dacier, andré",0.8
Charles Floquet,"guizot, françois","malot, charles",0.8
Francis Charmes,"guizot, françois","carco, francis",0.8
François Arago,"guizot, françois","halma, françois",0.8
Henri Bertin,"guizot, françois","stein, henri",0.8
Joseph Bertrand,"guizot, françois","bertrand, jean",0.8
Léon Blum,"guizot, françois","bloy, léon",0.8
Georges Rouget,"Marie Louise, Duchess of Parma","braque, georges",0.8
Heinrich Zille,"liebermann, max","heine, heinrich",0.8
Henry Moret,"liebermann, max","marten, henry",0.8
Louis Leroy,"liebermann, max","muller, louis",0.8
Louis Janmot,Ossian,"junod, louis",0.8
Daniel Beale,nederlandsche oost-indische compagnie,"fleg, daniel",0.8
Charles Gounod,"mérimée, prosper","nodier, charles",0.8
Ferdinand Hoefer,"jacob, p. l","staeger, ferdinand",0.8
Jules Verne,académie française,"cheret, jules",0.8
Jean-Baptiste Broebes,"chauveau, françois","rousseau, jean-baptiste",0.8
Ambrogio Spinola,Eighty Years' War,"calepino, ambrogio",0.8
Ernst Kossmann,Eighty Years' War,"volkmann, ernst",0.8
Frank Arnau,Plagiarism,"martin, frank",0.8
Alfred Bastien,"delvaux, paul","cartier, alfred",0.8
Robert Bork,"beck, james m","burns, robert",0.8
Nicolas Verrien,Monogram,"rapin, nicolas",0.8
Anthony Esolen,"tasso, torquato","hobson, anthony",0.8
Abba Arika,Handwashing in Judaism,abba sabra,0.8
S. Sachs,יום טוב ליפמן,"sachs, hans",0.8
Franciscus Henri,Franciscus,"junius, franciscus",0.8
Franciscus Londariti,Franciscus,"donatus, franciscus",0.8
Franciscus Patricius,Franciscus,"donatus, franciscus",0.8
Franciscus Quaresmius,Franciscus,"junius, franciscus",0.8
Pope Franciscus,Franciscus,franciscus,0.8
Charles Dreyfus,"ויצמן, חיים","doris, charles",0.8
Kurt Prüfer,"ויצמן, חיים","pfister, kurt",0.8
Gregory XI,"wycliffe, john","gregory, g",0.8
John Hugate,"wycliffe, john","lydgate, john",0.8
Hermann Cohen,Jewish ethics,"conring, hermann",0.8
Domenico Bollani,"palladio, andrea","nicolini, domenico",0.8
Friedrich Gilly,"palladio, andrea","schiller, friedrich",0.8
Girolamo Schio,"palladio, andrea","tiraboschi, girolamo",0.8
Johann von Goethe,"palladio, andrea","goethe, johann wolfgang von",0.8
Thomas Dawes,"palladio, andrea","hyde, thomas",0.8
Benedetto I Zaccaria,Latin Empire,"betti, zaccaria",0.8
J. A. Hobson,"ruskin, john","hobson, g. d",0.8
Michel Onfray,Epicureanism,"ney, michel",0.8
Nicolas Lancret,"boucher, françois","ponce, nicolas",0.8
German art,German literature,"ratner, german",0.8
Heinrich Laube,German literature,"loewe, heinrich",0.8
Samuel Hartlib,Librarian,"bochart, samuel",0.8
Alfred Austin,William Morris,"einstein, alfred",0.8
Claude Gillot,"watteau, antoine","lancelot, claude",0.8
Martin Eidelberg,"watteau, antoine","geier, martin",0.8
Stephen Foster,"gautier, théophile","bonner, stephen",0.8
2 John,Bible,john,0.8
3 John,Bible,john,0.8
Angelo Mai,cassius dio cocceianus,"canini, angelo",0.8
Martin Hose,cassius dio cocceianus,"vogel, martin",0.8
Paul Ricoeur,Metaphor,"ritter, paul",0.8
Filippo Bonaffino,"groto, luigi","buonanni, filippo",0.8
David Gauthier,"godwin, william","guainier, david",0.8
Antoine Veil,Panthéon,"marville, antoine",0.8
Francesco Moraglia,cyprian,"torti, francesco",0.8
Henry Sire,Sovereign Military Order of Malta,"mosnier, henry",0.8
David Macht,Kashrut,"martin, david",0.8
Jean-Antoine Letronne,bibliothèque nationale de france,"guer, jean-antoine",0.8
Charles Percier,Louvre,"eisen, charles",0.8
Edmond Guillaume,Louvre,"le blond, guillaume",0.8
Richard Wiseman,Luck,"simon, richard",0.8
Charles Longley,"cranmer, thomas","dilly, charles",0.8
Thomas Tenison,"cranmer, thomas","crenius, thomas",0.8
Arthur Christensen,Parsis,"christensen, per",0.8
Johannes Cotto,guillaume,"vorst, johannes",0.8
Johannes Cuvelier,guillaume,"lomeier, johannes",0.8
Thomas Binkley,guillaume,"bromley, thomas",0.8
Pope Cornelius,ephraem,"nepos, cornelius",0.8
Balthazar Baro,"valéry, paul","balthazar, andré",0.8
Charles Niellon,History of Belgium,"dilly, charles",0.8
Bernard Revel,Karaite Judaism,"dorival, bernard",0.8
John Byng,"pitt, william","bond, john",0.8
Carl Heinrich Graun,"grétry, andré ernest modeste","braun, heinrich",0.8
Pierre-Alexandre Monsigny,"grétry, andré ernest modeste","martin, pierre-alexandre",0.8
